ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu
69,1,1.025139089567408,-10.998376078642556,0.0,0.0,0.1696,0.04523
70,1,0.9963750084793165,-12.981276290986388,0.0,0.0,0.0,0.0
71,2,0.996,-12.877450253677747,0.04,-0.009237009795167707,0.0,0.0
72,2,0.996,-12.813565566050874,0.02,-0.0029532289380726066,0.0,0.0
73,2,0.997,-12.76202302377013,0.013999999999999999,0.0016578613653797597,0.0,0.0
74,1,1.0253450123941454,-14.744705026274012,0.0,0.0,0.0,0.0
75,1,1.0252687324296839,-14.753901872836893,0.0,0.0,0.05301,0.01414
76,1,1.018001801891514,2.1813892763519283,0.0,0.0,0.0,0.0
77,1,1.0178939815174415,2.169369615488993,0.0,0.0,0.06951,0.01854
78,1,1.0160365151698796,-7.152615616666375,0.0,0.0,0.0,0.0
79,1,1.016030890241377,-7.153273663912013,0.0,0.0,0.00381,0.0010199999999999999
80,1,1.032962500083314,-8.139729191316809,0.0,0.0,0.0,0.0
81,1,1.0282361196187761,-10.59172700779423,0.0,0.0,0.0,0.0
82,2,1.04,-2.128717106781622,3.6189999999999998,0.374862014958663,0.0,0.0
83,1,1.004139806093545,-13.579654346081625,0.0,0.0,0.0,0.0
84,1,1.0031503775846573,-13.701390910288655,0.0,0.0,0.6141,0.1638
85,1,1.0263591677890125,-13.725737853582455,0.0,0.0,0.0,0.0
86,1,1.0260687932567472,-13.761406662842166,0.0,0.0,0.1759,0.04691
87,1,1.00158721516815,3.0002111242890614,0.0,0.0,0.0,0.0
88,1,1.0015046275033657,2.9900018195979783,0.0,0.0,0.05253,0.01401
89,1,1.0148294164571439,-8.948410810545479,0.0,0.0,0.0,0.0
90,1,1.0147372348091883,-8.960611967632392,0.0,0.0,0.05901,0.01574
91,1,1.014097951401261,-6.395313440248288,0.0,0.0,0.0,0.0
92,1,1.0131094406052943,-6.520966608787468,0.0,0.0,0.6503,0.1734
93,1,1.0153921410447235,-4.209283237139318,0.0,0.0,0.0,0.0
94,1,1.0153196782727874,-4.21837805800912,0.0,0.0,0.052140000000000006,0.0139
95,1,1.0144008181551833,-6.317303436884586,0.0,0.0,0.0,0.0
96,1,1.0139206894085553,-6.376082127741012,0.0,0.0,0.34,0.09066
97,1,1.0272583994911086,-16.502823961099104,0.0,0.0,0.0,0.0
98,1,1.026667963177633,-16.58008455008816,0.0,0.0,0.3709,0.09891
99,1,1.0234109086473204,-6.899759869803462,0.0,0.0,0.0,0.0
100,1,1.0231980713727804,-6.925269889639227,0.0,0.0,0.1352,0.03606
101,1,1.0233971579809131,-6.901274319039943,0.0,0.0,0.00891,0.0023799999999999997
102,1,1.0109498042098266,-14.485346194838286,0.0,0.0,0.0,0.0
103,1,1.0103161357436692,-14.56610067498769,0.0,0.0,0.38799999999999996,0.1035
104,1,1.0192823621428355,-15.28701573854598,0.0,0.0,0.0,0.0
105,1,1.017958486636316,-15.445449874488439,0.0,0.0,0.8033,0.21420000000000003
106,1,1.0207155233828884,-12.625388187524509,0.0,0.0,0.0,0.0
107,1,1.020491224123318,-12.652257660235387,0.0,0.0,0.16,0.042679999999999996
108,1,1.0155180016916043,-7.878508052046752,0.0,0.0,0.0,0.0
109,1,1.014832295444294,-7.953476986969731,0.0,0.0,0.4758,0.12689999999999999
110,1,1.027165393346926,-2.733996175468768,0.0,0.0,0.0,0.0
111,1,1.0262431605549274,-2.8547926864550064,0.0,0.0,0.6229,0.1661
112,1,1.0131543687063143,-11.621062742570244,0.0,0.0,0.0,0.0
113,1,1.0124830550266055,-11.696779802598238,0.0,0.0,0.45990000000000003,0.1226
114,1,1.0200973079006166,-14.125514128374656,0.0,0.0,0.0,0.0
115,1,1.0200277049020505,-14.134502592565848,0.0,0.0,0.05061,0.013500000000000002
116,1,1.020054343882985,-14.131104103019187,0.0,0.0,0.030990000000000004,0.00826
117,1,1.005971920371844,-12.058245546547733,0.0,0.0,0.0,0.0
118,1,1.0058260496987652,-12.076659916884335,0.0,0.0,0.08832000000000001,0.02355
119,1,0.9895224141538198,-13.031970938489861,0.0,0.0,0.0,0.0
120,1,0.989082998241932,-13.085901685943433,0.0,0.0,0.3165,0.08439999999999999
121,1,1.0064346972139386,-11.802365840285109,0.0,0.0,0.0,0.0
122,1,1.0055940384504012,-11.91408988779961,0.0,0.0,0.5336,0.1423
123,1,1.031149478798872,-2.181692496413755,0.0,0.0,0.0,0.0
124,1,1.0291555611723067,-2.871129038265171,0.0,0.0,0.0,0.0
125,2,1.03,-2.181252441231518,0.0,-0.02913295107263874,0.0,0.0
126,2,1.03,-2.1812548248755963,0.0,-0.054086940700307104,0.0,0.0
127,2,1.04,1.9647227626724881,1.62,0.23781090830920582,0.0,0.0
128,2,1.04,-0.8146851322391011,1.62,0.5836311332420946,0.0,0.0
129,1,0.9876038775006633,-13.75539675801126,0.0,0.0,0.0,0.0
130,1,0.9859688218276303,-13.93968048129323,0.0,0.0,1.032,0.2753
131,1,1.0202183525713393,-7.2666545346117255,0.0,0.0,0.0,0.0
132,1,1.019813367279869,-7.31433224165774,0.0,0.0,0.252,0.06721
133,1,1.015192420212659,-6.300652800860135,0.0,0.0,0.0,0.0
134,1,1.0146297468873515,-6.370526928761459,0.0,0.0,0.4265,0.1137
135,1,1.0109465947516247,-9.140519860650823,0.0,0.0,0.0,0.0
136,1,1.0105423947743277,-9.193259477371441,0.0,0.0,0.2676,0.07135
137,1,1.0083025415989917,-12.163860085561188,0.0,0.0,0.0,0.0
138,1,1.007074828642236,-12.325491150858227,0.0,0.0,0.787,0.20989999999999998
139,1,1.0159540372438025,-7.856943381671055,0.0,0.0,0.0,0.0
140,1,1.0159504008785125,-7.857371158666137,0.0,0.0,0.00255,0.00068
141,1,1.001420621436456,-0.23597807452471115,0.0,0.0,0.0,0.0
142,1,0.9988264673222056,-0.5347447528428969,0.0,0.0,1.6130000000000002,0.4302
143,1,1.0189325999103684,8.701587702677292,0.0,0.0,0.0,0.0
144,2,1.04,21.23226289941601,6.025,1.111564260488747,0.0,0.0
145,2,1.04,11.378670681076072,2.9819999999999998,1.263638667330335,0.0,0.0
146,1,1.0279527428725206,-5.688382174598102,0.0,0.0,0.0,0.0
147,1,1.0165592644917953,-6.353800636377683,0.0,0.0,0.0,0.0
148,1,1.0156287373849233,-6.474158151256279,0.0,0.0,0.5742,0.1531
149,1,1.0251942624518589,-11.421995932418683,0.0,0.0,0.0,0.0
150,1,1.0251698459546117,-11.424873292368268,0.0,0.0,0.015029999999999998,0.0040100000000000005
151,1,1.0270853802059074,-5.935676004603353,0.0,0.0,0.0,0.0
152,1,1.0187712741086594,-8.322885519144542,0.0,0.0,0.0,0.0
153,1,1.0175231018457762,-8.475859280774092,0.0,0.0,0.9315000000000001,0.2484
154,1,1.0096544239175038,-8.77138716869951,0.0,0.0,0.0,0.0
155,1,1.0087688925378269,-8.87904167417708,0.0,0.0,0.6684,0.1782
156,1,0.9863872751610528,-12.432670415773263,0.0,0.0,0.0,0.0
157,1,0.9847184287659362,-12.64548460206038,0.0,0.0,1.055,0.2812
158,1,1.0067705609523994,-11.36784841706747,0.0,0.0,0.0,0.0
159,1,1.0063992661529286,-11.415825013252364,0.0,0.0,0.2285,0.06094
160,1,1.0204336485820575,-12.910200934012506,0.0,0.0,0.0,0.0
161,1,1.0200498850376922,-12.959047606233684,0.0,0.0,0.2595,0.06921000000000001
162,1,1.0282116011006388,-5.6498483010404525,0.0,0.0,0.0,0.0
163,1,1.0243438000566125,-6.431578075572951,0.0,0.0,0.0,0.0
164,1,1.0226930934015865,-6.636323224907355,0.0,0.0,0.9815,0.26170000000000004
165,1,1.0315380661089344,-1.8515961108294934,0.0,0.0,0.0,0.0
166,1,1.0270243475204972,-3.1678016806446783,0.0,0.0,0.0,0.0
167,2,1.04,0.36810140312730744,1.935,0.4037680547086635,0.0,0.0
168,2,1.04,1.814026828788957,1.935,0.29399943551489505,0.0,0.0
169,2,1.04,3.4341995499776132,3.87,0.4694260677537171,0.0,0.0
170,1,1.0139305720088383,-6.4587624826824115,0.0,0.0,0.0,0.0
171,1,1.0137450186192296,-6.48386427963597,0.0,0.0,0.12380000000000001,0.033
172,1,1.0066720515886312,-10.780339189684062,0.0,0.0,0.0,0.0
173,1,1.0066249859728857,-10.785575008137231,0.0,0.0,0.031349999999999996,0.00836
174,1,1.0065706979057802,-10.792246234693657,0.0,0.0,0.07305,0.01948
175,1,1.0340796914174677,-1.3423636003656998,0.0,0.0,0.0,0.0
176,1,1.023264011600302,-0.5071862610598411,0.0,0.0,0.0,0.0
177,1,1.0231326163386598,-0.5240081841947157,0.0,0.0,0.08781,0.02342
178,1,1.023162378819964,-0.5182716018201925,0.0,0.0,0.06813,0.01817
179,1,0.9998028063131487,-12.601589514967854,0.0,0.0,0.0,0.0
180,1,0.9995799909954582,-12.626859214487363,0.0,0.0,0.1414,0.0377
181,1,1.041359091933609,-16.39310048116972,0.0,0.0,0.0,0.0
182,1,1.040067063644932,-16.548109153171925,0.0,0.0,0.8261,0.22030000000000002
183,1,1.0247833691462866,-4.501801157086849,0.0,0.0,0.0,0.0
184,1,1.0243870923134173,-4.548972587902265,0.0,0.0,0.3018,0.08047
185,1,1.0115972556415287,-7.9833917289045955,0.0,0.0,0.0,0.0
186,1,1.0109777817343464,-8.05747627220827,0.0,0.0,0.4535,0.1209
187,1,1.0140401140744997,-9.336736321765342,0.0,0.0,0.0,0.0
188,1,1.0138756846892139,-9.355002576823573,0.0,0.0,0.1105,0.02946
189,1,1.0282851838186888,-15.026576204559754,0.0,0.0,0.0,0.0
190,1,1.0280808904066048,-15.048128792385606,0.0,0.0,0.1407,0.03752
191,1,1.020729905326871,-13.58908294078324,0.0,0.0,0.0,0.0
192,1,1.0204578865224474,-13.621469574882065,0.0,0.0,0.16440000000000002,0.043840000000000004
193,1,1.014609458806592,-12.108976750721807,0.0,0.0,0.0,0.0
194,1,1.014125242306346,-12.166754018824578,0.0,0.0,0.2869,0.07652
195,1,1.0282540155555642,-5.6792425670509585,0.0,0.0,0.0,0.0
196,1,1.01883899147769,-7.942115141030581,0.0,0.0,0.0,0.0
197,2,1.04,-0.808586104822977,2.9360000000000004,0.46150433415645514,0.0,0.0
198,2,1.04,-3.2634026988700633,2.073,0.5659446613989453,0.0,0.0
199,1,1.0174969430881406,-8.091440963486173,0.0,0.0,0.8639,0.2304
200,1,1.0198861767161924,-7.192637464790821,0.0,0.0,0.0,0.0
201,1,1.0197525746310598,-7.207285813388366,0.0,0.0,0.08889,0.023700000000000002
202,1,1.0040347037958106,-10.192983889480608,0.0,0.0,0.0,0.0
203,1,1.003959594532555,-10.202168486453356,0.0,0.0,0.04689,0.0125
204,1,1.0033093373119872,-10.290180192748831,0.0,0.0,0.4567,0.12179999999999999
205,1,1.0225759563681815,-14.522700903491593,0.0,0.0,0.0,0.0
206,1,1.0225358884830074,-14.527450028602269,0.0,0.0,0.03009,0.008020000000000001
207,1,1.0222135494142366,-14.566324808455615,0.0,0.0,0.2257,0.06019
208,1,1.0175512896792316,-14.303681549101706,0.0,0.0,0.0,0.0
209,1,1.0163603767246683,-14.460776016224196,0.0,0.0,0.8186,0.2183
210,1,1.0019455356710285,-9.941440110452412,0.0,0.0,0.0,0.0
211,1,1.0013670791816704,-10.011951126166514,0.0,0.0,0.3428,0.09141
212,1,1.0205865221340311,-12.730202427901636,0.0,0.0,0.0,0.0
213,1,1.0190401542888903,-12.919121356117373,0.0,0.0,0.9748,0.26
214,1,1.0050244244484057,-12.977958789465326,0.0,0.0,0.0,0.0
215,1,1.0036768968005072,-13.153533803832174,0.0,0.0,0.8448,0.2253
216,1,0.9929120296740361,-13.32346616660257,0.0,0.0,0.0,0.0
217,1,0.9921140842946801,-13.418627695735882,0.0,0.0,0.551,0.1469
218,1,1.0271479316319112,-13.47183858036458,0.0,0.0,0.0,0.0
219,1,1.027142880107274,-13.472471953337452,0.0,0.0,0.00333,0.00089
220,1,1.0359609975686632,-1.6898219139334063,0.0,0.0,0.0,0.0
221,1,1.023212710394222,-4.814901501982522,0.0,0.0,0.0,0.0
222,2,1.036,-1.62807382869698,0.052000000000000005,0.0007114870094017556,0.0,0.0
223,2,1.038,-1.3981773804044255,0.18,0.06619814496483004,0.0,0.0
224,2,1.04,1.57458943613326,5.112,0.3914100335181503,0.0,0.0
225,2,1.04,0.00728774646699039,5.148,0.6779127134352966,0.0,0.0
226,1,1.014411158127412,-6.467815305868317,0.0,0.0,0.0,0.0
227,1,1.0143277693506179,-6.477388253280145,0.0,0.0,0.054240000000000003,0.014459999999999999
228,1,1.009213163758309,-7.126669240733094,0.0,0.0,0.0,0.0
229,1,1.0083819604457025,-7.231184890823927,0.0,0.0,0.5409,0.1442
230,1,1.0251846395860227,-11.458908784845685,0.0,0.0,0.0,0.0
231,2,1.013,-11.143509359738426,0.028999999999999998,-0.0658686513945328,0.0,0.0
232,1,1.027762448385044,-6.558392499759368,0.0,0.0,0.0,0.0
233,1,1.0150794162613352,-9.900855071185145,0.0,0.0,0.0,0.0
234,1,1.014213394694346,-10.009902437679377,0.0,0.0,0.5996,0.15990000000000001
235,1,1.0298694786868494,-10.484039448248247,0.0,0.0,0.0,0.0
236,1,1.0223232421564088,-11.696873453409752,0.0,0.0,0.0,0.0
237,1,1.0222810834021094,-11.701575687386503,0.0,0.0,0.027120000000000002,0.0072299999999999994
238,1,1.008352494259018,-9.683577883816879,0.0,0.0,0.0,0.0
239,1,1.0077776609411364,-9.760393253888493,0.0,0.0,0.39130000000000004,0.10439999999999999
240,1,1.023303770436408,-14.412647958541847,0.0,0.0,0.0,0.0
241,1,1.022994286880605,-14.454125454974841,0.0,0.0,0.1974,0.05264
242,1,1.000109528613883,-13.75585186961665,0.0,0.0,0.0,0.0
243,1,0.9989182497540847,-13.90707920535191,0.0,0.0,0.7447,0.1986
244,1,1.0097110165346068,-11.069253911607529,0.0,0.0,0.0,0.0
245,1,1.009542289393994,-11.089174232168453,0.0,0.0,0.1184,0.031560000000000005
246,1,1.0316635891354784,-5.425703838987705,0.0,0.0,0.0,0.0
247,1,1.026064523450373,-4.710149603804856,0.0,0.0,0.0,0.0
248,2,1.032,-5.426155108943754,0.0,0.006380739661058727,0.0,0.0
249,2,1.032,-5.426180819237941,0.0,0.006397200088426999,0.0,0.0
250,2,1.032,-5.426075836765522,0.0,0.034442060350346776,0.0,0.0
251,1,0.9911488515524755,-11.890838391631286,0.0,0.0,0.0,0.0
252,1,0.9891097173424455,-12.146608771100551,0.0,0.0,1.187,0.3165
253,1,0.9925134479953616,-12.294441703873208,0.0,0.0,0.0,0.0
254,2,0.991,-12.291701076396162,0.0,-0.011148634856649249,0.0,0.0
255,2,0.991,-12.292191118273836,0.0,-0.014151974058547014,0.0,0.0
256,2,0.991,-12.291390669351562,0.0,-0.007947780086468821,0.0,0.0
257,2,0.991,-12.29169018347105,0.0,-0.018523228830123875,0.0,0.0
258,2,0.992,-12.12718664183786,0.011000000000000001,-0.002344847201042144,0.0,0.0
259,1,0.992381324313494,-12.31060412454119,0.0,0.0,0.0816,0.02176
260,1,1.0275020376648645,-3.1124161782807076,0.0,0.0,0.0,0.0
261,1,1.0272366651480656,-3.1444864360457183,0.0,0.0,0.1868,0.04982
262,1,1.0267764569798967,-6.83345892637427,0.0,0.0,0.0,0.0
263,1,1.0164518538154426,-11.08466972126821,0.0,0.0,0.0,0.0
264,2,1.029,-6.834748036042973,0.0,0.045714805880786365,0.0,0.0
265,2,1.029,-6.834303485811754,0.0,0.06771310689958282,0.0,0.0
266,1,1.0155501425744138,-11.196235829110412,0.0,0.0,0.6178,0.1648
267,1,1.0165919595409785,-16.08792252902319,0.0,0.0,0.0,0.0
268,1,1.014904347479243,-16.311662015361954,0.0,0.0,1.171,0.3124
269,1,1.0154110310811342,-5.065841894400414,0.0,0.0,0.0,0.0
270,1,1.0153015277923156,-5.080294019037027,0.0,0.0,0.06801,0.01814
271,1,1.029207002513242,-10.671976700823999,0.0,0.0,0.0,0.0
272,1,1.0235200087716054,-12.401098966722266,0.0,0.0,0.0,0.0
273,1,1.0233684549259794,-12.421068746354118,0.0,0.0,0.09492,0.025310000000000003
274,1,1.026088835151048,-3.5466336530647955,0.0,0.0,0.0,0.0
275,2,1.026,-3.546487772404379,0.0,-0.0022333954611931015,0.0,0.0
276,1,1.010396237953656,-11.593585213661747,0.0,0.0,0.0,0.0
277,1,1.0103901629296947,-11.594385030674447,0.0,0.0,0.004050000000000001,0.00108
278,1,1.010307387260912,-11.605595041022582,0.0,0.0,0.05769,0.01538
279,1,1.0050748519595984,-8.743084673783681,0.0,0.0,0.0,0.0
280,1,1.0048196939738092,-8.770926578041614,0.0,0.0,0.16940000000000002,0.04518
281,1,1.0031705872146361,-14.62787778559757,0.0,0.0,0.0,0.0
282,1,1.0014012776435337,-14.860247955354902,0.0,0.0,1.173,0.3128
283,1,1.0164799102791928,-12.158917630464968,0.0,0.0,0.0,0.0
284,1,1.0159300302314327,-12.228051791627966,0.0,0.0,0.3265,0.08706
285,1,1.0287776737930052,-13.157693092837231,0.0,0.0,0.0,0.0
286,1,1.0286540114270746,-13.171515726299983,0.0,0.0,0.08268,0.02205
287,1,1.008177971099572,-10.384395275300285,0.0,0.0,0.0,0.0
288,1,1.0072960335485308,-10.505140309329702,0.0,0.0,0.5811,0.155
289,1,1.0210631864888207,-4.498692150485876,0.0,0.0,0.0,0.0
290,1,1.0210068816368016,-4.506118493807094,0.0,0.0,0.0369,0.00984
291,1,1.0031984393692883,-12.050786923720239,0.0,0.0,0.0,0.0
292,1,1.0030890196087914,-12.06408429887022,0.0,0.0,0.07617,0.02031
293,1,1.0211688760073563,-12.727844918574624,0.0,0.0,0.0,0.0
294,1,1.0207866185343804,-12.771739909139699,0.0,0.0,0.2561,0.06828000000000001
295,1,1.0223771536354156,-9.438794165039784,0.0,0.0,0.0,0.0
296,1,1.0222669013050636,-9.452848640689137,0.0,0.0,0.07788,0.02077
297,1,1.0204556922411216,-8.578185769072805,0.0,0.0,0.0,0.0
298,1,1.0173223897572254,-9.997280251870018,0.0,0.0,0.0,0.0
299,1,1.0171060875360858,-10.0254377117862,0.0,0.0,0.1457,0.038849999999999996
300,1,1.0063790632897778,-2.4279937551737194,0.0,0.0,0.0,0.0
301,2,1.007,-2.2957115661612115,0.028999999999999998,0.0068537311229769195,0.0,0.0
302,2,1.007,-2.3009305551506705,0.028999999999999998,0.006654904523056048,0.0,0.0
303,1,1.0048958124871012,-2.6159879725279267,0.0,0.0,0.8676,0.2314
304,1,0.988338767448767,-13.64028935469108,0.0,0.0,0.0,0.0
305,2,0.988,-13.324635018767854,0.01,-0.0009823737559564636,0.0,0.0
306,2,0.988,-13.287803212591916,0.024,-0.0017665796788347197,0.0,0.0
307,1,0.9872020840629523,-13.78856682840233,0.0,0.0,0.7604000000000001,0.2028
308,1,1.0186823700656245,-12.314578316653197,0.0,0.0,0.0,0.0
309,1,1.0185295449613736,-12.33362691149667,0.0,0.0,0.09029999999999999,0.02408
310,1,1.014094987349618,-15.61534083266687,0.0,0.0,0.0,0.0
311,1,1.0134132333579706,-15.698962728141192,0.0,0.0,0.43829999999999997,0.11689999999999999
312,1,1.020080125601343,-14.479493895783802,0.0,0.0,0.0,0.0
313,1,1.0198723598367487,-14.505563616900899,0.0,0.0,0.1244,0.033170000000000005
314,1,1.0243121461699993,-10.416584499508946,0.0,0.0,0.0,0.0
315,1,1.02430641933684,-10.417282301476204,0.0,0.0,0.00426,0.00114
316,1,1.019312970793892,-0.6376935996978741,0.0,0.0,0.0,0.0
317,1,1.0192583426812312,-0.6436261708315222,0.0,0.0,0.03753,0.010009999999999998
318,1,1.021780117315877,-1.4942266826255428,0.0,0.0,0.0,0.0
319,2,1.034,0.23208668950967778,0.423,0.1640167577139575,0.0,0.0
320,1,0.9963161913786601,-13.954248725534637,0.0,0.0,0.0,0.0
321,1,0.9938951798774163,-14.254626954459972,0.0,0.0,1.504,0.4011
322,1,1.0021762865205737,-12.249757408456205,0.0,0.0,0.0,0.0
323,1,1.0015031599684465,-12.325574768396756,0.0,0.0,0.45270000000000005,0.1207
324,1,0.9923542529658391,-13.388121414465857,0.0,0.0,0.0,0.0
325,1,0.9907527958059923,-13.603402889883045,0.0,0.0,1.035,0.2759
326,1,1.0082454562921324,-12.79361355593146,0.0,0.0,0.0,0.0
327,1,1.0065278616743287,-13.001533129145074,0.0,0.0,1.2109999999999999,0.32280000000000003
328,1,1.0052389241500341,-11.376741967161259,0.0,0.0,0.0,0.0
329,1,1.0048857727135267,-11.419340105940725,0.0,0.0,0.2602,0.06938
330,1,1.0152156188125587,-7.961618170664809,0.0,0.0,0.0,0.0
331,1,1.0143083773565655,-8.080258857184875,0.0,0.0,0.5717,0.1525
332,1,1.0293122480077632,-5.586356109892906,0.0,0.0,0.0,0.0
333,1,1.0206278596246368,-7.170696755646746,0.0,0.0,0.0,0.0
334,1,1.0206204129405279,-7.171528635932839,0.0,0.0,0.00501,0.00134
335,1,1.020615010779161,-7.172249531168838,0.0,0.0,0.00834,0.00222
336,1,1.0160173387636788,-2.7892865588830746,0.0,0.0,0.0,0.0
337,1,1.0159277486008609,-2.8011075594473174,0.0,0.0,0.05673,0.01513
338,1,1.0113065576543927,7.403816363512512,0.0,0.0,0.0,0.0
339,1,1.0101686462462287,7.257200172792373,0.0,0.0,0.7511,0.2003
340,1,1.003381641290519,-9.423909434256801,0.0,0.0,0.0,0.0
341,1,1.0029843147923072,-9.474691610964843,0.0,0.0,0.2422,0.06459
342,1,1.0115394280647412,-12.586026636418723,0.0,0.0,0.0,0.0
343,1,1.0115011030388548,-12.590911737209302,0.0,0.0,0.02511,0.0067
344,1,1.0115008630169384,-12.591093678662938,0.0,0.0,0.024300000000000002,0.0064800000000000005
345,1,0.996903798351555,-12.813182520660211,0.0,0.0,0.0,0.0
346,1,0.996231052021818,-12.896567128377372,0.0,0.0,0.4758,0.12689999999999999
347,1,0.9891973806020367,-12.65572204589927,0.0,0.0,0.0,0.0
348,1,0.9879605181986617,-12.805895134964038,0.0,0.0,0.8640000000000001,0.2304
349,1,1.0198138736754432,-11.452080076339268,0.0,0.0,0.0,0.0
350,2,1.024,-10.870953358227235,0.15,0.054962386433850416,0.0,0.0
